Sale_ID,Date,Brand,Model,Year,Price,Quantity,City,Salesperson,Payment_Method,Customer_Age,Revenue
267,2025-03-28,Hyundai,Elantra,2024,19600.0,1,Zarqa,Ahmad,Cash,44.0,19600.0
268,2025-08-16,Mercedes,C-Class,2024,52900.0,1,Zarqa,Lina,Bank Transfer,39.0,52900.0
269,2025-09-18,Honda,CR-V,2023,33200.0,1,Salt,Noor,Credit Card,52.0,33200.0
270,2025-11-25,BMW,5 Series,2023,69600.0,1,Irbid,Khaled,Credit Card,23.0,69600.0
271,2025-08-05,Toyota,Camry,2023,33800.0,1,Irbid,Khaled,Credit Card,30.0,33800.0
272,2025-06-09,Kia,Sportage,2021,32300.0,3,Jerash,Dana,Installment,52.0,96900.0
273,2025-07-02,Hyundai,Sonata,2022,25000.0,1,Amman,Ahmad,Installment,34.0,25000.0
274,2025-08-01,Hyundai,Sonata,2020,25900.0,2,Aqaba,Dana,Bank Transfer,41.0,51800.0
275,2025-09-25,Mercedes,E-Class,2025,75700.0,1,Amman,Khaled,Credit Card,41.0,75700.0
276,2025-08-12,Kia,K5,2024,30900.0,2,Zarqa,Dana,Credit Card,42.0,61800.0
277,2025-09-15,Mercedes,C-Class,2025,53300.0,3,Salt,Yousef,Bank Transfer,47.0,159900.0
278,2025-10-05,BMW,X3,2022,53400.0,2,Zarqa,Yousef,Cash,53.0,106800.0
279,2025-01-30,Mercedes,GLC,2025,63000.0,3,Jerash,Lina,Bank Transfer,45.0,189000.0
280,2025-12-30,Kia,Sportage,2021,32000.0,1,Salt,Sara,Cash,24.0,32000.0
281,2025-10-29,Mercedes,E-Class,2021,63600.0,1,Jerash,Sara,Bank Transfer,22.0,63600.0
282,2025-03-31,Toyota,Corolla,2020,24700.0,1,Irbid,Noor,Installment,37.0,24700.0
283,2025-01-20,Ford,Fusion,2020,29600.0,1,Zarqa,Dana,Bank Transfer,51.0,29600.0
284,2025-04-21,Honda,Accord,2022,34500.0,2,Salt,Lina,Installment,30.0,69000.0
285,2025-11-06,Ford,Explorer,2021,38400.0,3,Jerash,Yousef,Credit Card,58.0,115200.0
286,2025-08-09,Ford,Focus,2024,20800.0,2,Madaba,Sara,Installment,57.0,41600.0
287,2025-06-07,BMW,X3,2023,59800.0,1,Irbid,Sara,Bank Transfer,39.0,59800.0
288,2025-03-17,Toyota,RAV4,2025,33100.0,3,Madaba,Omar,Credit Card,51.0,99300.0
289,2025-07-02,Hyundai,Tucson,2024,27600.0,1,Amman,Omar,Bank Transfer,48.0,27600.0
290,2025-06-10,Mercedes,GLC,2022,65800.0,3,Amman,Noor,Installment,40.0,197400.0
291,2025-03-16,Honda,CR-V,2025,39000.0,2,Jerash,Ahmad,Credit Card,36.0,78000.0
292,2025-09-16,Kia,Cerato,2023,20500.0,1,Salt,Sara,Cash,50.0,20500.0
293,2025-12-31,Ford,Fusion,2024,27800.0,1,Zarqa,Yousef,Bank Transfer,55.0,27800.0
294,2025-02-18,Ford,Fusion,2022,25500.0,3,Salt,Omar,Installment,25.0,76500.0
295,2025-05-09,Hyundai,Sonata,2021,25200.0,1,Amman,Lina,Credit Card,51.0,25200.0
296,2025-04-16,Hyundai,Elantra,2023,19400.0,2,Madaba,Noor,Installment,27.0,38800.0
297,2025-12-02,Mercedes,GLC,2023,66600.0,1,Madaba,Khaled,Credit Card,45.0,66600.0
298,2025-07-03,Kia,K5,2023,24900.0,2,Zarqa,Lina,Credit Card,41.0,49800.0
299,2025-06-09,Hyundai,Sonata,2020,30500.0,1,Zarqa,Lina,Installment,35.0,30500.0
300,2025-06-14,Honda,Civic,2021,27600.0,1,Irbid,Yousef,Credit Card,25.0,27600.0
301,2025-12-11,Mercedes,GLC,2021,56800.0,1,Salt,Dana,Installment,53.0,56800.0
302,2025-11-23,BMW,3 Series,2023,47700.0,1,Madaba,Khaled,Cash,37.0,47700.0
303,2025-06-18,Kia,Cerato,2021,20800.0,1,Jerash,Noor,Cash,37.0,20800.0
304,2025-11-26,BMW,5 Series,2025,62200.0,1,Salt,Yousef,Credit Card,42.0,62200.0
305,2025-05-05,Toyota,Camry,2021,31100.0,1,Jerash,Noor,Installment,44.0,31100.0
306,2025-07-11,Honda,Accord,2023,29300.0,1,Zarqa,Khaled,Cash,52.0,29300.0
307,2025-08-02,Honda,Civic,2023,25700.0,2,Jerash,Dana,Installment,41.0,51400.0
308,2025-06-17,Honda,Accord,2023,33500.0,1,Irbid,Lina,Credit Card,22.0,33500.0
309,2025-02-11,Toyota,Camry,2022,34900.0,1,Aqaba,Sara,Credit Card,59.0,34900.0
310,2025-07-16,Hyundai,Tucson,2020,29600.0,1,Zarqa,Sara,Installment,32.0,29600.0
311,2025-02-16,BMW,3 Series,2023,45800.0,1,Jerash,Dana,Credit Card,60.0,45800.0
312,2025-09-20,BMW,5 Series,2023,66200.0,2,Zarqa,Yousef,Bank Transfer,47.0,132400.0
313,2025-01-08,BMW,X3,2025,53200.0,1,Salt,Dana,Installment,57.0,53200.0
314,2025-02-01,Hyundai,Sonata,2025,32000.0,1,Amman,Lina,Bank Transfer,36.0,32000.0
315,2025-06-07,Toyota,RAV4,2024,41200.0,3,Salt,Omar,Installment,48.0,123600.0
316,2025-11-21,Ford,Fusion,2022,24000.0,1,Amman,Sara,Cash,24.0,24000.0
317,2025-08-15,Toyota,Camry,2021,27900.0,3,Salt,Lina,Cash,29.0,83700.0
318,2025-12-30,Hyundai,Sonata,2021,25500.0,2,Aqaba,Ahmad,Cash,44.0,51000.0
319,2025-10-04,BMW,5 Series,2022,69300.0,1,,Dana,Credit Card,53.0,69300.0
320,2025-12-04,Kia,Sportage,2023,34900.0,1,Irbid,Sara,Cash,43.0,34900.0
321,2025-10-16,Ford,Focus,2024,25200.0,1,Aqaba,Yousef,Installment,54.0,25200.0
322,2025-05-28,BMW,X3,2023,61700.0,1,Aqaba,Ahmad,Installment,43.0,61700.0
323,2025-08-15,Honda,CR-V,2023,37900.0,3,Amman,Yousef,Cash,34.0,113700.0
324,2025-07-26,Hyundai,Elantra,2020,24000.0,3,Irbid,Sara,Cash,26.0,72000.0
325,2025-11-24,Mercedes,GLC,2022,55500.0,2,Madaba,Sara,Bank Transfer,50.0,111000.0
326,2025-12-10,Honda,Accord,2022,29800.0,1,Madaba,Omar,Credit Card,43.0,29800.0
327,2025-10-02,Ford,Focus,2022,26300.0,1,Amman,Lina,Installment,27.0,26300.0
328,2025-10-02,Ford,Explorer,2020,37500.0,1,Jerash,Lina,Credit Card,58.0,37500.0
329,2025-11-16,Kia,Cerato,2023,19000.0,1,Amman,Dana,Installment,45.0,19000.0
330,2025-11-30,Ford,Explorer,2024,37400.0,1,Madaba,Ahmad,Installment,24.0,37400.0
331,2025-04-30,Hyundai,Sonata,2020,27100.0,1,Jerash,Khaled,Bank Transfer,36.0,27100.0
332,2025-02-04,Kia,K5,2020,25800.0,2,Zarqa,Dana,Credit Card,41.0,51600.0
333,2025-06-21,Honda,Civic,2024,23700.0,3,Amman,Yousef,Cash,29.0,71100.0
334,2025-08-04,Kia,Cerato,2023,23400.0,1,Amman,Dana,Cash,43.0,23400.0
335,2025-05-27,Honda,Accord,2023,30200.0,1,Irbid,Lina,Cash,42.0,30200.0
336,2025-06-28,Kia,Sportage,2025,32200.0,3,Aqaba,Khaled,Bank Transfer,48.0,96600.0
337,2025-07-13,Hyundai,Sonata,2023,28300.0,2,Irbid,Sara,Bank Transfer,,56600.0
338,2025-03-02,Honda,Accord,2025,33600.0,1,Aqaba,Noor,Credit Card,47.0,33600.0
339,2025-08-29,Mercedes,E-Class,2020,68100.0,3,Zarqa,Dana,Credit Card,55.0,204300.0
340,2025-10-29,Kia,Cerato,2024,21500.0,1,Amman,Noor,Installment,40.0,21500.0
341,2025-07-11,Hyundai,Elantra,2021,22100.0,3,Madaba,Omar,Bank Transfer,29.0,66300.0
342,2025-11-03,Kia,Cerato,2020,23100.0,3,Zarqa,Khaled,Bank Transfer,59.0,69300.0
343,2025-05-07,Kia,Sportage,2025,35600.0,3,Madaba,Yousef,Cash,60.0,106800.0
344,2025-04-19,Hyundai,Tucson,2023,33500.0,3,Aqaba,Yousef,Installment,53.0,100500.0
345,2025-12-13,Kia,K5,2023,29700.0,1,Madaba,Khaled,Credit Card,43.0,29700.0
346,2025-11-20,Toyota,RAV4,2023,38400.0,1,Madaba,Ahmad,Bank Transfer,56.0,38400.0
347,2025-04-23,BMW,3 Series,2022,50000.0,2,Amman,Lina,Credit Card,35.0,100000.0
348,2025-07-21,Toyota,RAV4,2021,38200.0,1,Irbid,Sara,Bank Transfer,33.0,38200.0
349,2025-02-08,BMW,5 Series,2021,56900.0,1,Aqaba,Sara,Installment,26.0,56900.0
350,2025-12-16,Mercedes,C-Class,2021,53200.0,1,Irbid,Ahmad,Cash,32.0,53200.0
351,2025-12-23,Mercedes,GLC,2020,55100.0,1,Salt,Noor,Cash,51.0,55100.0
352,2025-04-17,Toyota,RAV4,2020,32300.0,3,Irbid,Lina,Bank Transfer,29.0,96900.0
353,2025-12-20,Kia,K5,2021,28100.0,2,Zarqa,Sara,Installment,35.0,56200.0
354,2025-11-09,Toyota,RAV4,2022,37300.0,1,Madaba,Lina,Installment,53.0,37300.0
355,2025-02-25,Honda,Accord,2023,29900.0,2,Amman,Ahmad,Bank Transfer,40.0,59800.0
356,2025-05-06,Mercedes,C-Class,2021,54800.0,2,Zarqa,Ahmad,Cash,58.0,109600.0
357,2025-01-31,Kia,K5,2023,28000.0,1,Aqaba,Ahmad,Cash,25.0,28000.0
358,2025-06-03,Ford,Explorer,2022,44500.0,2,Zarqa,Noor,Credit Card,,89000.0
359,2025-09-02,BMW,X3,2021,55900.0,3,Madaba,Omar,Cash,57.0,167700.0
360,2025-10-01,BMW,3 Series,2022,53800.0,2,Aqaba,Ahmad,Cash,49.0,107600.0
361,2025-08-12,Kia,Sportage,2025,30500.0,3,Madaba,Lina,Cash,57.0,91500.0
362,2025-12-09,Toyota,Corolla,2024,24600.0,3,Zarqa,Sara,Credit Card,54.0,73800.0
363,2025-01-21,Kia,Sportage,2021,27800.0,2,Aqaba,Sara,Bank Transfer,24.0,55600.0
364,2025-04-21,Mercedes,C-Class,2023,53900.0,3,Irbid,Sara,Installment,37.0,161700.0
365,2025-10-02,Mercedes,E-Class,2025,70300.0,1,Salt,Khaled,Cash,28.0,70300.0
366,2025-03-05,Hyundai,Elantra,2020,23600.0,1,Zarqa,Yousef,Credit Card,31.0,23600.0
367,2025-01-05,Ford,Focus,2023,20500.0,1,Amman,Dana,Installment,32.0,20500.0
368,2025-08-24,Ford,Focus,2022,23100.0,2,Aqaba,Dana,Credit Card,56.0,46200.0
369,2025-07-22,Ford,Explorer,2020,40200.0,1,Amman,Sara,Credit Card,37.0,40200.0
370,2025-06-24,Mercedes,C-Class,2025,52200.0,2,Jerash,Khaled,Installment,27.0,104400.0
371,2025-12-03,Kia,Sportage,2020,27800.0,3,,Ahmad,Cash,52.0,83400.0
372,2025-01-13,Mercedes,GLC,2025,57900.0,3,Jerash,Noor,Cash,51.0,173700.0
373,2025-11-19,Honda,Accord,2025,32000.0,1,Madaba,Omar,Credit Card,41.0,32000.0
374,2025-08-10,Hyundai,Sonata,2020,26700.0,1,Jerash,Sara,Bank Transfer,28.0,26700.0
375,2025-10-19,BMW,3 Series,2025,42400.0,1,Amman,Yousef,Cash,35.0,42400.0
376,2025-05-07,Kia,Cerato,2024,23100.0,1,Amman,Lina,Bank Transfer,22.0,23100.0
377,2025-12-24,Honda,CR-V,2020,36600.0,2,Zarqa,Sara,Installment,23.0,73200.0
378,2025-03-02,Ford,Focus,2024,24600.0,3,Zarqa,Sara,Credit Card,36.0,73800.0
379,2025-11-18,BMW,3 Series,2021,52500.0,2,Irbid,Omar,Cash,51.0,105000.0
380,2025-04-28,Hyundai,Sonata,2022,30700.0,1,Salt,Khaled,Cash,59.0,30700.0
381,2025-01-21,Toyota,Corolla,2020,22500.0,3,Zarqa,Yousef,Bank Transfer,45.0,67500.0
382,2025-01-10,Ford,Explorer,2020,41900.0,1,Aqaba,Dana,Credit Card,40.0,41900.0
383,2025-02-22,BMW,5 Series,2021,66500.0,2,Jerash,Noor,Credit Card,24.0,133000.0
384,2025-12-04,Kia,Sportage,2021,30600.0,1,Irbid,Khaled,Bank Transfer,32.0,30600.0
385,2025-12-15,Toyota,RAV4,2020,31700.0,1,Irbid,Omar,Installment,42.0,31700.0
386,2025-11-16,Ford,Focus,2021,23100.0,3,Salt,Lina,Bank Transfer,21.0,69300.0
387,2025-04-10,Mercedes,GLC,2020,67600.0,2,Irbid,Khaled,Bank Transfer,33.0,135200.0
388,2025-06-28,Mercedes,C-Class,2025,51100.0,2,Salt,Ahmad,Credit Card,43.0,102200.0
389,2025-04-30,BMW,3 Series,2020,54300.0,1,Jerash,Omar,Bank Transfer,43.0,54300.0
390,2025-01-24,Kia,Cerato,2022,22300.0,1,Aqaba,Sara,Cash,24.0,22300.0
391,2025-07-30,Honda,Civic,2025,23800.0,2,Aqaba,Yousef,Credit Card,37.0,47600.0
392,2025-10-30,Kia,K5,2023,30100.0,1,Irbid,Dana,Credit Card,55.0,30100.0
393,2025-07-29,Hyundai,Elantra,2023,24500.0,3,Salt,Yousef,Installment,51.0,73500.0
394,2025-04-10,BMW,3 Series,2020,53500.0,1,Salt,Khaled,Cash,54.0,53500.0
395,2025-11-22,Toyota,RAV4,2023,38900.0,2,Aqaba,Lina,Cash,48.0,77800.0
396,2025-08-23,Ford,Fusion,2020,29100.0,2,Zarqa,Yousef,Cash,30.0,58200.0
397,2025-06-14,Kia,Sportage,2024,33000.0,3,Madaba,Dana,Credit Card,42.0,99000.0
398,2025-04-21,Toyota,Camry,2021,27500.0,1,Madaba,Ahmad,Installment,44.0,27500.0
399,2025-12-12,Kia,Sportage,2020,35300.0,2,Madaba,Ahmad,Installment,48.0,70600.0
400,2025-06-30,Honda,Civic,2023,28600.0,1,Irbid,Sara,Bank Transfer,50.0,28600.0
401,2025-06-02,Toyota,Camry,2024,29500.0,3,Amman,Khaled,Credit Card,27.0,88500.0
402,2025-05-15,Hyundai,Elantra,2025,22700.0,1,Aqaba,Khaled,Bank Transfer,29.0,22700.0
403,2025-08-02,Mercedes,C-Class,2020,49800.0,3,Zarqa,Lina,Installment,23.0,149400.0
404,2025-07-24,Kia,Cerato,2024,19900.0,2,Jerash,Lina,Bank Transfer,46.0,39800.0
405,2025-11-27,Hyundai,Sonata,2020,26400.0,2,Jerash,Dana,Installment,42.0,52800.0
406,2025-01-26,Toyota,Corolla,2022,25800.0,1,Amman,Omar,Bank Transfer,39.0,25800.0
407,2025-12-17,Mercedes,C-Class,2024,53200.0,2,Aqaba,Sara,Bank Transfer,21.0,106400.0
408,2025-02-26,Toyota,RAV4,2023,35000.0,2,Jerash,Khaled,Cash,46.0,70000.0
409,2025-09-05,Toyota,Camry,2024,31400.0,1,Madaba,Ahmad,Credit Card,58.0,31400.0
410,2025-10-21,Mercedes,E-Class,2024,77300.0,3,Madaba,Noor,Credit Card,38.0,231900.0
411,2025-01-06,Ford,Fusion,2025,25900.0,1,Salt,Dana,Installment,53.0,25900.0
412,2025-03-11,Toyota,RAV4,2024,36800.0,2,Amman,Dana,Installment,55.0,73600.0
413,2025-05-19,Hyundai,Tucson,2021,30600.0,2,Salt,Ahmad,Credit Card,39.0,61200.0
414,2025-09-17,Honda,CR-V,2025,35600.0,1,Aqaba,Sara,Cash,54.0,35600.0
415,2025-09-04,Toyota,RAV4,2022,36700.0,1,Salt,Omar,Installment,50.0,36700.0
416,2025-07-06,Hyundai,Tucson,2025,31600.0,1,Aqaba,Dana,Credit Card,42.0,31600.0
417,2025-02-05,Kia,K5,2023,23800.0,1,Salt,Lina,Installment,48.0,23800.0
418,2025-09-09,BMW,X3,2022,51800.0,1,Irbid,Khaled,Installment,47.0,51800.0
419,2025-12-30,Ford,Focus,2022,20400.0,1,Salt,Yousef,Credit Card,56.0,20400.0
420,2025-06-09,Toyota,Camry,2022,35300.0,1,Amman,Yousef,Bank Transfer,23.0,35300.0
421,2025-12-25,Hyundai,Elantra,2025,24800.0,1,Zarqa,Omar,Credit Card,37.0,24800.0
422,2025-04-01,BMW,3 Series,2023,47200.0,3,Irbid,Lina,Cash,21.0,141600.0
423,2025-11-11,BMW,5 Series,2024,70900.0,1,Zarqa,Ahmad,Cash,25.0,70900.0
424,2025-08-09,BMW,3 Series,2020,44200.0,3,Aqaba,Yousef,Installment,31.0,132600.0
425,2025-04-19,Mercedes,C-Class,2022,50300.0,1,Aqaba,Khaled,Bank Transfer,27.0,50300.0
426,2025-03-25,BMW,3 Series,2024,52100.0,1,Jerash,Omar,Installment,,52100.0
427,2025-11-20,Toyota,RAV4,2025,33700.0,1,Irbid,Khaled,Bank Transfer,57.0,33700.0
428,2025-06-13,Toyota,RAV4,2022,39800.0,3,Irbid,Yousef,Installment,44.0,119400.0
429,2025-09-05,BMW,X3,2021,64800.0,3,Aqaba,Khaled,Cash,25.0,194400.0
430,2025-09-06,Honda,Accord,2024,32600.0,1,Aqaba,Noor,Credit Card,57.0,32600.0
431,2025-01-03,Toyota,Camry,2025,27400.0,2,Zarqa,Noor,Bank Transfer,24.0,54800.0
432,2025-12-09,Hyundai,Sonata,2022,29700.0,1,Irbid,Omar,Credit Card,57.0,29700.0
433,2025-02-16,Toyota,RAV4,2022,33400.0,1,Madaba,Lina,Bank Transfer,36.0,33400.0
434,2025-09-29,Ford,Focus,2025,23900.0,1,Zarqa,Khaled,Bank Transfer,30.0,23900.0
435,2025-01-10,Mercedes,E-Class,2025,70600.0,1,Madaba,Ahmad,Cash,24.0,70600.0
436,2025-04-12,Hyundai,Tucson,2020,27500.0,3,Amman,Ahmad,Bank Transfer,45.0,82500.0
437,2025-04-14,Mercedes,C-Class,2020,52100.0,1,Jerash,Dana,Bank Transfer,26.0,52100.0
438,2025-03-22,Toyota,RAV4,2021,38800.0,1,Irbid,Sara,Cash,49.0,38800.0
439,2025-09-02,Toyota,Corolla,2025,23300.0,2,Zarqa,Ahmad,Bank Transfer,32.0,46600.0
440,2025-09-28,Honda,Civic,2020,24100.0,1,Aqaba,Dana,Installment,24.0,24100.0
441,2025-03-19,BMW,3 Series,2022,52400.0,1,Irbid,Ahmad,Credit Card,54.0,52400.0
442,2025-12-05,Kia,Sportage,2023,32000.0,3,Madaba,Ahmad,Cash,60.0,96000.0
443,2025-08-28,Mercedes,C-Class,2020,50100.0,3,Madaba,Sara,Bank Transfer,32.0,150300.0
444,2025-05-31,Mercedes,GLC,2021,67000.0,2,Irbid,Dana,Credit Card,57.0,134000.0
445,2025-06-28,Honda,Accord,2022,33300.0,1,Irbid,Lina,Installment,28.0,33300.0
446,2025-11-27,Hyundai,Elantra,2020,19500.0,3,Salt,Sara,Installment,,58500.0
447,2025-04-28,Ford,Focus,2024,24800.0,3,Zarqa,Ahmad,Credit Card,39.0,74400.0
448,2025-10-16,Ford,Focus,2022,20600.0,2,Salt,Lina,Credit Card,27.0,41200.0
449,2025-09-05,Honda,CR-V,2025,37100.0,3,Aqaba,Yousef,Installment,38.0,111300.0
450,2025-03-03,Honda,Accord,2020,34300.0,1,Salt,Omar,Cash,22.0,34300.0
451,2025-03-23,Ford,Fusion,2024,29800.0,1,Irbid,Lina,Cash,47.0,29800.0
452,2025-12-11,Toyota,RAV4,2022,37600.0,1,Zarqa,Dana,Credit Card,44.0,37600.0
453,2025-06-06,BMW,5 Series,2025,57000.0,1,Jerash,Noor,Installment,47.0,57000.0
454,2025-11-18,Toyota,Camry,2023,32300.0,2,Madaba,Yousef,Credit Card,42.0,64600.0
455,2025-12-18,Mercedes,E-Class,2022,72300.0,1,Madaba,Ahmad,Bank Transfer,56.0,72300.0
456,2025-06-03,Mercedes,E-Class,2024,63000.0,1,Amman,Omar,Cash,35.0,63000.0
457,2025-09-05,Mercedes,E-Class,2022,76100.0,1,Madaba,Lina,Credit Card,50.0,76100.0
458,2025-03-09,Toyota,Corolla,2023,25200.0,3,Jerash,Ahmad,Cash,56.0,75600.0
459,2025-02-15,Mercedes,C-Class,2021,51400.0,3,Irbid,Dana,Installment,26.0,154200.0
460,2025-09-01,Ford,Focus,2021,20300.0,1,Zarqa,Yousef,Bank Transfer,45.0,20300.0
461,2025-09-05,Hyundai,Tucson,2023,29900.0,1,Aqaba,Ahmad,Bank Transfer,40.0,29900.0
462,2025-02-16,Kia,Sportage,2020,34100.0,2,Jerash,Ahmad,Cash,25.0,68200.0
463,2025-11-14,Mercedes,E-Class,2022,68300.0,1,Irbid,Ahmad,Bank Transfer,36.0,68300.0
464,2025-06-13,BMW,5 Series,2021,69400.0,1,Zarqa,Khaled,Cash,23.0,69400.0
465,2025-08-26,BMW,5 Series,2020,58800.0,1,Zarqa,Noor,Credit Card,37.0,58800.0
466,2025-10-11,Toyota,Corolla,2025,26300.0,1,Amman,Noor,Cash,29.0,26300.0
467,2025-12-29,BMW,X3,2024,57500.0,1,Zarqa,Lina,Credit Card,60.0,57500.0
468,2025-01-18,Hyundai,Sonata,2023,25700.0,2,Irbid,Khaled,Credit Card,31.0,51400.0
469,2025-12-29,BMW,3 Series,2024,46100.0,3,Madaba,Dana,Installment,48.0,138300.0
470,2025-05-01,Honda,Civic,2022,24800.0,1,Amman,Noor,Credit Card,41.0,24800.0
471,2025-08-30,Kia,Cerato,2020,19500.0,3,Jerash,Sara,Cash,40.0,58500.0
472,2025-05-20,Mercedes,GLC,2023,58400.0,2,Aqaba,Sara,Installment,43.0,116800.0
473,2025-12-10,Toyota,Corolla,2024,23400.0,2,Amman,Yousef,Bank Transfer,52.0,46800.0
474,2025-12-28,Honda,Civic,2023,26300.0,1,Irbid,Khaled,Installment,53.0,26300.0
475,2025-04-19,Toyota,Corolla,2024,23700.0,1,Zarqa,Khaled,Credit Card,25.0,23700.0
476,2025-11-09,BMW,X3,2020,56400.0,1,Jerash,Noor,Cash,49.0,56400.0
477,2025-04-22,Honda,Civic,2024,26900.0,2,Jerash,Yousef,Cash,60.0,53800.0
478,2025-04-04,Kia,K5,2024,29100.0,1,Madaba,Noor,Cash,50.0,29100.0
479,2025-05-02,Toyota,Camry,2022,33400.0,1,Irbid,Khaled,Installment,56.0,33400.0
480,2025-04-28,BMW,3 Series,2021,50100.0,1,Jerash,Noor,Installment,44.0,50100.0
481,2025-01-19,Mercedes,C-Class,2020,51600.0,1,Zarqa,Omar,Installment,21.0,51600.0
482,2025-04-03,Kia,K5,2021,26800.0,1,Jerash,Yousef,Installment,49.0,26800.0
483,2025-10-09,Honda,Accord,2020,28100.0,3,Amman,Sara,Bank Transfer,59.0,84300.0
484,2025-01-25,Kia,Cerato,2020,21900.0,1,Zarqa,Yousef,Bank Transfer,35.0,21900.0
485,2025-05-24,Kia,Cerato,2022,22400.0,2,Amman,Noor,Installment,29.0,44800.0
486,2025-12-30,Toyota,Corolla,2020,26800.0,1,Zarqa,Noor,Cash,27.0,26800.0
487,2025-09-28,Ford,Focus,2022,25300.0,1,Zarqa,Sara,Cash,50.0,25300.0
488,2025-08-12,Toyota,Camry,2022,29600.0,1,Madaba,Noor,Installment,60.0,29600.0
489,2025-06-22,Hyundai,Tucson,2023,30800.0,1,Irbid,Omar,Cash,35.0,30800.0
490,2025-12-05,Hyundai,Elantra,2022,19600.0,1,Zarqa,Noor,Credit Card,60.0,19600.0
491,2025-11-27,Mercedes,GLC,2025,59800.0,2,Irbid,Khaled,Bank Transfer,52.0,119600.0
492,2025-12-14,Mercedes,E-Class,2022,75100.0,1,Jerash,Lina,Credit Card,35.0,75100.0
493,2025-11-14,Toyota,Corolla,2021,24700.0,3,Jerash,Dana,Credit Card,37.0,74100.0
494,2025-02-28,Mercedes,C-Class,2022,54500.0,3,Jerash,Lina,Cash,48.0,163500.0
495,2025-10-04,Ford,Focus,2021,25900.0,1,Irbid,Lina,Credit Card,57.0,25900.0
496,2025-09-26,Kia,K5,2025,24900.0,1,Zarqa,Noor,Installment,28.0,24900.0
497,2025-05-18,Mercedes,C-Class,2024,48800.0,2,Aqaba,Sara,Bank Transfer,36.0,97600.0
498,2025-12-12,Toyota,Camry,2021,28400.0,1,Jerash,Omar,Credit Card,52.0,28400.0
499,2025-06-15,Toyota,Camry,2025,31700.0,1,Zarqa,Noor,Cash,21.0,31700.0
500,2025-12-22,Ford,Focus,2023,23100.0,3,Jerash,Noor,Credit Card,59.0,69300.0
501,2025-12-23,Kia,Sportage,2023,31100.0,2,Aqaba,Lina,Cash,48.0,62200.0
502,2025-04-06,Toyota,Corolla,2025,21300.0,3,Zarqa,Khaled,Cash,26.0,63900.0
503,2025-04-14,Toyota,Camry,2022,31600.0,3,Salt,Noor,Credit Card,22.0,94800.0
504,2025-10-03,Mercedes,C-Class,2025,55700.0,1,Aqaba,Sara,Cash,51.0,55700.0
505,2025-06-12,Mercedes,C-Class,2021,45800.0,1,Jerash,Khaled,Installment,33.0,45800.0
506,2025-10-31,Toyota,RAV4,2023,40300.0,3,Salt,Sara,Credit Card,58.0,120900.0
507,2025-07-02,Honda,Accord,2021,32100.0,2,Jerash,Dana,Bank Transfer,55.0,64200.0
508,2025-01-25,Mercedes,C-Class,2024,51400.0,1,Aqaba,Yousef,Cash,39.0,51400.0
509,2025-10-03,Mercedes,E-Class,2021,62400.0,1,Zarqa,Khaled,Installment,31.0,62400.0
510,2025-02-20,Ford,Fusion,2023,26600.0,1,Salt,Lina,Credit Card,24.0,26600.0
511,2025-01-14,Ford,Focus,2021,24700.0,1,Zarqa,Dana,Bank Transfer,38.0,24700.0
512,2025-10-04,Mercedes,GLC,2025,59800.0,1,Aqaba,Yousef,,45.0,59800.0
513,2025-03-05,Toyota,Camry,2021,31900.0,1,Jerash,Lina,Cash,35.0,31900.0
514,2025-04-03,Hyundai,Sonata,2025,29000.0,1,Madaba,Noor,Credit Card,40.0,29000.0
515,2025-10-23,BMW,3 Series,2022,51300.0,2,Madaba,Lina,Credit Card,58.0,102600.0
516,2025-10-20,Mercedes,E-Class,2025,76000.0,1,Amman,Noor,Credit Card,56.0,76000.0
517,2025-05-30,Ford,Fusion,2022,27000.0,1,Aqaba,Dana,Cash,60.0,27000.0
518,2025-05-24,BMW,5 Series,2020,64700.0,2,Madaba,Noor,Bank Transfer,27.0,129400.0
519,2025-06-28,Kia,Sportage,2022,33500.0,1,Aqaba,Yousef,Credit Card,37.0,33500.0
520,2025-08-10,Honda,CR-V,2020,34200.0,3,Madaba,Lina,Installment,59.0,102600.0
521,2025-12-16,Kia,Sportage,2023,34100.0,1,Salt,Sara,Credit Card,31.0,34100.0
522,2025-10-03,BMW,5 Series,2023,57400.0,1,Irbid,Noor,Installment,30.0,57400.0
523,2025-05-06,Hyundai,Tucson,2024,30700.0,3,Amman,Dana,Installment,60.0,92100.0
524,2025-12-16,Hyundai,Tucson,2022,29000.0,3,Aqaba,Omar,Bank Transfer,,87000.0
525,2025-10-09,Toyota,Corolla,2024,21500.0,3,Madaba,Lina,Bank Transfer,38.0,64500.0
526,2025-10-29,Ford,Explorer,2025,39400.0,1,Madaba,Yousef,Installment,58.0,39400.0
527,2025-12-09,BMW,5 Series,2022,54600.0,2,Amman,Ahmad,Bank Transfer,51.0,109200.0
528,2025-07-03,Honda,Accord,2020,32200.0,3,Irbid,Ahmad,Credit Card,33.0,96600.0
529,2025-04-16,Toyota,Camry,2022,35600.0,1,Jerash,Khaled,Bank Transfer,59.0,35600.0
530,2025-08-07,Kia,Cerato,2020,23800.0,1,Salt,Omar,Cash,36.0,23800.0
531,2025-11-23,Toyota,RAV4,2023,36400.0,1,Amman,Sara,Installment,38.0,36400.0
532,2025-12-31,Honda,CR-V,2023,33700.0,3,Amman,Ahmad,Cash,26.0,101100.0
